condition,scope,auprc,recall,recall_at_50,recall_at_100,macro_f1,precision,roc_auc,ece,brier,n,n_pos,pos_rate,repeat_seed,best_epoch,val_auprc_weak,n_supervised,budget,n_annotations_used,n_annotations_positive,seed,annotation_source,annotation_manifest,is_fixture
A3_feedback_propagasi,all,0.6050221132841842,0.9259259259259259,0.5185185185185185,0.7407407407407407,0.552255006603108,0.18050541516245489,0.9045604512558535,0.3125469513156251,0.22620320048780518,750.0,54.0,0.072,43,66,0.9040568089676541,224,100,67,16,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A3_feedback_propagasi,entity,0.6539673494931977,0.9444444444444444,0.5370370370370371,0.7222222222222222,0.5620891630504583,0.21161825726141079,0.9103829727648253,0.31688678508270945,0.25640064222395703,583.0,54.0,0.09262435677530018,44,88,0.9085673448397122,224,100,67,16,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A3_feedback_propagasi,all,0.611776576953036,0.9444444444444444,0.5185185185185185,0.6481481481481481,0.5426312817617166,0.17525773195876287,0.9064229459344402,0.3586796052123695,0.2695129869358026,750.0,54.0,0.072,44,88,0.9085673448397122,224,100,67,16,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A3_feedback_propagasi,entity,0.6675346565693717,0.8888888888888888,0.5555555555555556,0.7592592592592593,0.5913919475781936,0.23076923076923078,0.9118532521179025,0.249504345415294,0.20302990287408704,583.0,54.0,0.09262435677530018,45,94,0.9029966159967089,224,100,67,16,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A3_feedback_propagasi,all,0.6147287996420305,0.8888888888888888,0.5,0.6851851851851852,0.5689230466055769,0.19047619047619047,0.9077000851426139,0.27760465436834825,0.20741174065889417,750.0,54.0,0.072,45,94,0.9029966159967089,224,100,67,16,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A3_feedback_propagasi,entity,0.6490993013279949,0.9259259259259259,0.5555555555555556,0.7777777777777778,0.5665496076942547,0.21367521367521367,0.9109080725337815,0.30039164197582446,0.2502673964966467,583.0,54.0,0.09262435677530018,46,143,0.9078565044308666,224,100,67,16,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A3_feedback_propagasi,all,0.6154598811205197,0.9259259259259259,0.5185185185185185,0.7222222222222222,0.5590828924162258,0.18518518518518517,0.9149904214559387,0.30380217683688426,0.23676995823919264,750.0,54.0,0.072,46,143,0.9078565044308666,224,100,67,16,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,entity,0.6921631083374374,0.9259259259259259,0.5925925925925926,0.7592592592592593,0.552460527787743,0.20408163265306123,0.9145137576139467,0.3178052536907221,0.27234254505364625,583.0,54.0,0.09262435677530018,42,163,0.9157575951457722,103,150,103,21,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,all,0.6146211173416573,0.9259259259259259,0.5,0.6851851851851852,0.5230073114604472,0.16233766233766234,0.9023520647083866,0.36351525650872046,0.295953840063159,750.0,54.0,0.072,42,163,0.9157575951457722,103,150,103,21,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,entity,0.631767012202137,0.8703703703703703,0.5370370370370371,0.6481481481481481,0.578491174417445,0.21962616822429906,0.8777917804382832,0.27685181987058755,0.23326842273522588,583.0,54.0,0.09262435677530018,43,85,0.9103352458040139,103,150,103,21,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,all,0.5965855233644948,0.8703703703703703,0.48148148148148145,0.6296296296296297,0.556932793417901,0.18076923076923077,0.8688005534269901,0.3032578505930353,0.23589012971166665,750.0,54.0,0.072,43,85,0.9103352458040139,103,150,103,21,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,entity,0.6615843417112458,0.8703703703703703,0.5555555555555556,0.7407407407407407,0.5758597883597883,0.2175925925925926,0.9064622278232864,0.273310697349335,0.2318551784429157,583.0,54.0,0.09262435677530018,44,105,0.9119623470607426,103,150,103,21,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,all,0.610820582161597,0.8703703703703703,0.5,0.6481481481481481,0.5540130822829197,0.17870722433460076,0.8930661983822903,0.3113357639494193,0.2442691218878374,750.0,54.0,0.072,44,105,0.9119623470607426,103,150,103,21,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,entity,0.616985320770985,0.8888888888888888,0.5370370370370371,0.6481481481481481,0.5447143784987474,0.19672131147540983,0.8780368269971295,0.30313748621935255,0.2621100681792969,583.0,54.0,0.09262435677530018,45,89,0.9091027161741596,103,150,103,21,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,all,0.5771981512201745,0.8888888888888888,0.5,0.5740740740740741,0.524865378523915,0.1610738255033557,0.8720998297147722,0.3234823669743717,0.26453201542619853,750.0,54.0,0.072,45,89,0.9091027161741596,103,150,103,21,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,entity,0.6822411640898572,0.9259259259259259,0.5555555555555556,0.7407407407407407,0.5730544361696593,0.2183406113537118,0.9112231323951552,0.29069102958532556,0.24173317318799337,583.0,54.0,0.09262435677530018,46,109,0.9090251171959467,103,150,103,21,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A2_feedback_langsung,all,0.5803028463514629,0.9259259259259259,0.5185185185185185,0.6296296296296297,0.5512873411454036,0.17985611510791366,0.8966315453384419,0.3237258687203945,0.2526489334097316,750.0,54.0,0.072,46,109,0.9090251171959467,103,150,103,21,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A3_feedback_propagasi,entity,0.7315998044400132,0.9259259259259259,0.6481481481481481,0.8518518518518519,0.5717479480054932,0.21739130434782608,0.9361828747462018,0.2921413302935874,0.2157398291735835,583.0,54.0,0.09262435677530018,42,79,0.8947347257912537,330,150,103,21,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A3_feedback_propagasi,all,0.6913731701774654,0.9259259259259259,0.5740740740740741,0.8333333333333334,0.47443585012773204,0.13812154696132597,0.9272562792677735,0.3550568500441747,0.24745296429008268,750.0,54.0,0.072,42,79,0.8947347257912537,330,150,103,21,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A3_feedback_propagasi,entity,0.70862836525375,0.8703703703703703,0.6481481481481481,0.7962962962962963,0.5732415449401237,0.21559633027522937,0.9163341034796612,0.2695349463383157,0.2180227256383664,583.0,54.0,0.09262435677530018,43,108,0.8962526148679755,330,150,103,21,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A3_feedback_propagasi,all,0.6633097952449437,0.8703703703703703,0.5740740740740741,0.7777777777777778,0.5678139242495678,0.18875502008032127,0.9148307790549169,0.2771823441619741,0.20694425095615654,750.0,54.0,0.072,43,108,0.8962526148679755,330,150,103,21,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A3_feedback_propagasi,entity,0.6514266373055474,0.9074074074074074,0.5740740740740741,0.7777777777777778,0.5593764761454889,0.2076271186440678,0.9063222012182315,0.3007164506175818,0.2414207066610388,583.0,54.0,0.09262435677530018,44,88,0.8920201601727169,330,150,103,21,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A3_feedback_propagasi,all,0.6290237131411057,0.9074074074074074,0.5370370370370371,0.7407407407407407,0.5464616287238395,0.17562724014336917,0.9025383141762451,0.3354693314165834,0.24384556946702735,750.0,54.0,0.072,44,88,0.8920201601727169,330,150,103,21,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A3_feedback_propagasi,entity,0.6499332891725768,0.9259259259259259,0.5370370370370371,0.7777777777777778,0.5601100907388512,0.20920502092050208,0.9008261569698243,0.2965411381212511,0.24638153700654608,583.0,54.0,0.09262435677530018,45,106,0.8943165720836133,330,150,103,21,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A3_feedback_propagasi,all,0.5877042229387844,0.9259259259259259,0.46296296296296297,0.7222222222222222,0.5426586272421113,0.17421602787456447,0.8956470838654746,0.3181786479990606,0.24911261231736162,750.0,54.0,0.072,45,106,0.8943165720836133,330,150,103,21,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A3_feedback_propagasi,entity,0.6782307244746505,0.9074074074074074,0.5740740740740741,0.7777777777777778,0.5479626436449063,0.2,0.9143387243576279,0.3195666218817417,0.25968660386133124,583.0,54.0,0.09262435677530018,46,106,0.8966900325422795,330,150,103,21,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
A3_feedback_propagasi,all,0.641426450815508,0.9074074074074074,0.5370370370370371,0.7407407407407407,0.5435996563573883,0.17375886524822695,0.9146179225202213,0.32652228285908924,0.24563395760959375,750.0,54.0,0.072,46,106,0.8966900325422795,330,150,103,21,42,data\synthetic\seed_42\human_annotations_majority_ronde2.csv,data\synthetic\seed_42\ronde2\sample_manifest.json,False
