condition,scope,auprc,recall,recall_at_50,recall_at_100,macro_f1,precision,roc_auc,ece,brier,n,n_pos,pos_rate,repeat_seed,best_epoch,val_auprc_weak,n_supervised,budget,n_annotations_used,n_annotations_positive,seed,annotation_source,is_fixture
A3_feedback_propagasi,all,0.5834681866062666,0.9074074074074074,0.5185185185185185,0.5925925925925926,0.5369798740585258,0.1695501730103806,0.8857758620689655,0.3560439771216285,0.2764649303847247,750.0,54.0,0.072,44,94,0.9211545639062384,162,100,69,61,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A3_feedback_propagasi,entity,0.6689099326334523,0.9074074074074074,0.5555555555555556,0.7037037037037037,0.5467051578137028,0.1991869918699187,0.9044668487012533,0.3328457481673165,0.286812398419308,583.0,54.0,0.09262435677530018,45,103,0.9145411022692312,162,100,69,61,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A3_feedback_propagasi,all,0.619434955906929,0.9074074074074074,0.5370370370370371,0.6111111111111112,0.5295054041790335,0.16498316498316498,0.8998776074925501,0.3522923377006979,0.28788393142393415,750.0,54.0,0.072,45,103,0.9145411022692312,162,100,69,61,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A3_feedback_propagasi,entity,0.6568831198112184,0.9629629629629629,0.5370370370370371,0.6851851851851852,0.5261251016026798,0.19047619047619047,0.9052019883777919,0.37415818472565676,0.3146795424464199,583.0,54.0,0.09262435677530018,46,95,0.9123321502918434,162,100,69,61,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A3_feedback_propagasi,all,0.5765824684476238,0.9629629629629629,0.5,0.6296296296296297,0.5090559664550696,0.15709969788519637,0.8989463601532568,0.4072593659853835,0.3267330714872767,750.0,54.0,0.072,46,95,0.9123321502918434,162,100,69,61,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A2_feedback_langsung,entity,0.7126152343686628,0.9444444444444444,0.5925925925925926,0.7777777777777778,0.5280533396131994,0.19029850746268656,0.9165091367359798,0.3614407770854283,0.30726507636714284,583.0,54.0,0.09262435677530018,42,152,0.9099032610088879,104,150,104,84,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A2_feedback_langsung,all,0.6366196878563625,0.9444444444444444,0.5185185185185185,0.6481481481481481,0.504655770643994,0.1536144578313253,0.90764687100894,0.4067416854278053,0.3293385515145597,750.0,54.0,0.072,42,152,0.9099032610088879,104,150,104,84,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A2_feedback_langsung,entity,0.6678250789408288,0.9259259259259259,0.5370370370370371,0.7037037037037037,0.5151775954795859,0.18181818181818182,0.8952951060701533,0.38092601616068356,0.3221674071595362,583.0,54.0,0.09262435677530018,43,92,0.911391204897716,104,150,104,84,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A2_feedback_langsung,all,0.6012710504630941,0.9259259259259259,0.5,0.6111111111111112,0.5002681487982058,0.15015015015015015,0.8870796083439761,0.40942156858125234,0.3283223845147542,750.0,54.0,0.072,43,92,0.911391204897716,104,150,104,84,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A2_feedback_langsung,entity,0.6362255464955482,0.9444444444444444,0.5185185185185185,0.6296296296296297,0.5505937843448528,0.204,0.8942799131835049,0.34446711645149214,0.2789731142534638,583.0,54.0,0.09262435677530018,44,80,0.9118070333620314,104,150,104,84,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A2_feedback_langsung,all,0.5535545422598975,0.9444444444444444,0.48148148148148145,0.5925925925925926,0.5331816224860078,0.16943521594684385,0.88276926351639,0.38751763541404705,0.2976726649185163,750.0,54.0,0.072,44,80,0.9118070333620314,104,150,104,84,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A2_feedback_langsung,entity,0.6442967138031804,0.9074074074074074,0.5,0.6481481481481481,0.5206953123559881,0.18352059925093633,0.8920744941538893,0.36900320739488723,0.3081627767850333,583.0,54.0,0.09262435677530018,45,90,0.9166665044960279,104,150,104,84,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A2_feedback_langsung,all,0.5915334722372574,0.9074074074074074,0.5,0.5925925925925926,0.5084583163153845,0.153125,0.8874787143465305,0.3867583939501783,0.3076926940458832,750.0,54.0,0.072,45,90,0.9166665044960279,104,150,104,84,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A2_feedback_langsung,entity,0.6993977903704982,0.9814814814814815,0.5555555555555556,0.7407407407407407,0.549262895574371,0.2054263565891473,0.9231954071273542,0.3543368784738621,0.281646517315205,583.0,54.0,0.09262435677530018,46,98,0.9080604473725533,104,150,104,84,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A2_feedback_langsung,all,0.6080237782719434,0.9814814814814815,0.5185185185185185,0.6666666666666666,0.5320480575762266,0.17096774193548386,0.913181140911026,0.38324790738068987,0.2925740835845449,750.0,54.0,0.072,46,98,0.9080604473725533,104,150,104,84,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A3_feedback_propagasi,entity,0.6599818547634105,0.9444444444444444,0.5555555555555556,0.7037037037037037,0.5157247695819248,0.18345323741007194,0.8991458377091648,0.3740385287007077,0.2987621920088663,583.0,54.0,0.09262435677530018,42,82,0.9068564876277339,213,150,104,84,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A3_feedback_propagasi,all,0.6092809259525498,0.9444444444444444,0.5370370370370371,0.6296296296296297,0.46710663969870275,0.13636363636363635,0.8896072796934866,0.4303932509262328,0.33008170988667235,750.0,54.0,0.072,42,82,0.9068564876277339,213,150,104,84,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A3_feedback_propagasi,entity,0.6700161824940482,0.9074074074074074,0.5555555555555556,0.7037037037037037,0.5645104895104895,0.21120689655172414,0.9020513897640551,0.31237670337739826,0.25926233928408554,583.0,54.0,0.09262435677530018,43,108,0.9075765751968496,213,150,104,84,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A3_feedback_propagasi,all,0.6003765025644665,0.9074074074074074,0.5,0.6296296296296297,0.5445519185189931,0.17437722419928825,0.8895540655598126,0.345752086361647,0.27157561782615064,750.0,54.0,0.072,43,108,0.9075765751968496,213,150,104,84,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A3_feedback_propagasi,entity,0.6383564428646242,0.9259259259259259,0.5555555555555556,0.6481481481481481,0.5550014917103525,0.205761316872428,0.8892389554015263,0.32338455279587763,0.26551151315579735,583.0,54.0,0.09262435677530018,44,93,0.9148549351592492,213,150,104,84,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A3_feedback_propagasi,all,0.5669590169819657,0.9259259259259259,0.5,0.6111111111111112,0.5379228819587061,0.17123287671232876,0.8792438271604938,0.35932531639778365,0.2779201346720258,750.0,54.0,0.072,44,93,0.9148549351592492,213,150,104,84,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A3_feedback_propagasi,entity,0.663397301503774,0.8703703703703703,0.5370370370370371,0.7222222222222222,0.5603318250377074,0.20614035087719298,0.903836728978506,0.31800646362757334,0.25579879646347026,583.0,54.0,0.09262435677530018,45,66,0.9057751611444776,213,150,104,84,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A3_feedback_propagasi,all,0.6063172555536208,0.8703703703703703,0.5,0.6481481481481481,0.5387418266595645,0.16845878136200718,0.8948754789272031,0.35336512890267957,0.26866142887182654,750.0,54.0,0.072,45,66,0.9057751611444776,213,150,104,84,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A3_feedback_propagasi,entity,0.6329640278970716,0.9629629629629629,0.5185185185185185,0.6666666666666666,0.5398510796723752,0.1984732824427481,0.8992158510116922,0.3607371354427794,0.2882506397955702,583.0,54.0,0.09262435677530018,46,81,0.9053445365984176,213,150,104,84,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
A3_feedback_propagasi,all,0.5291836068203807,0.9629629629629629,0.46296296296296297,0.5925925925925926,0.5228414254962928,0.16455696202531644,0.8914963814389101,0.3903917186190763,0.29998888681225816,750.0,54.0,0.072,46,81,0.9053445365984176,213,150,104,84,42,D:\Personal\satpam\data\synthetic\seed_42\human_annotations_majority.csv,False
